timestamp_nano,timestamp_iso,symbol,contributors_active,contributors_created,interactions,posts_active,posts_created,sentiment,spam,alt_rank,circulating_supply,close,galaxy_score,high,low,market_cap,market_dominance,open,social_dominance,volume_24h,market_categories
1704200400000000000,2024-01-02T13:00:00.000000000Z,ETHUSDT-LINEAR,10620,645,1789857,18914,814,85,7103,48,120185071,2399.17,62,2399.17,2385.57,288068241918,16.5193,2388.02,11.6532,11340700564,"[""layer-1""]"
1704204000000000000,2024-01-02T14:00:00.000000000Z,ETHUSDT-LINEAR,10825,682,2189451,19263,935,85,7260,43,120185071,2385.09,60,2385.09,2360.85,287687362372,16.4052,2385.09,11.7066,11841256294,"[""layer-1""]"
1704207600000000000,2024-01-02T15:00:00.000000000Z,ETHUSDT-LINEAR,10771,512,2144598,19417,693,85,7338,44,120185071,2366.29,58,2366.29,2355.11,283572936692,16.3615,2366.29,11.6936,12231442941,"[""layer-1""]"
1704211200000000000,2024-01-02T16:00:00.000000000Z,ETHUSDT-LINEAR,10768,580,2130957,18939,702,85,7079,37,120185071,2363.57,56,2363.57,2352.64,283957062149,16.4109,2359.7,11.5838,12417985408,"[""layer-1""]"
1704214800000000000,2024-01-02T17:00:00.000000000Z,ETHUSDT-LINEAR,10739,466,2117883,19059,688,85,7037,35,120185071,2353.98,55,2353.98,2353.98,283141824968,16.3059,2353.98,11.4621,12490414579,"[""layer-1""]"
1704218400000000000,2024-01-02T18:00:00.000000000Z,ETHUSDT-LINEAR,10769,370,1857978,19111,575,85,7337,33,120185071,2363.8,62,2363.8,2357.42,284448289013,16.4819,2358.83,11.5334,12443610013,"[""layer-1""]"
1704222000000000000,2024-01-02T19:00:00.000000000Z,ETHUSDT-LINEAR,10850,291,1871369,19103,393,86,7233,32,120185071,2361.61,58,2361.61,2357.71,284226539596,16.4284,2361.61,11.5714,12568863215,"[""layer-1""]"
1704225600000000000,2024-01-02T20:00:00.000000000Z,ETHUSDT-LINEAR,10741,234,1908931,18904,322,86,7043,31,120185071,2364.66,64,2364.66,2362.14,283892744078,16.4327,2364.66,11.4318,12582089588,"[""layer-1""]"
1704229200000000000,2024-01-02T21:00:00.000000000Z,ETHUSDT-LINEAR,11279,484,1925955,19544,544,85,7402,28,120185071,2359.24,60,2359.24,2352.32,283287083005,16.4735,2359.24,11.6852,12842601823,"[""layer-1""]"
1704232800000000000,2024-01-02T22:00:00.000000000Z,ETHUSDT-LINEAR,10610,203,1641625,18480,247,85,6790,28,120185071,2367.76,67,2367.76,2359.06,284569695788,16.4819,2366.98,11.3455,12928166126,"[""layer-1""]"
1704236400000000000,2024-01-02T23:00:00.000000000Z,ETHUSDT-LINEAR,10248,141,1712931,17684,163,85,6269,33,120185071,2357.67,61,2357.67,2353.89,282763246111,16.3876,2357.67,11.3118,12910543630,"[""layer-1""]"
1704240000000000000,2024-01-03T00:00:00.000000000Z,ETHUSDT-LINEAR,9816,86,1448652,16810,95,84,5924,423,120185071,2360.07,61,2360.07,2350.09,284002705032,16.4926,2355.98,11.2511,12401410444,"[""layer-1""]"
