timestamp_nano,timestamp_iso,symbol,open,high,low,close,volume
1738832400000000000,2025-02-06T09:00:00+00:00,ETHUSDT-LINEAR,2828.25,2848.0,2825.0,2847.46,12328.63
1738833300000000000,2025-02-06T09:15:00+00:00,ETHUSDT-LINEAR,2847.46,2848.05,2833.03,2834.58,20539.39
1738834200000000000,2025-02-06T09:30:00+00:00,ETHUSDT-LINEAR,2834.58,2848.0,2832.47,2836.0,34051.56
1738835100000000000,2025-02-06T09:45:00+00:00,ETHUSDT-LINEAR,2836.0,2857.36,2836.0,2850.3,12997.09
1738836000000000000,2025-02-06T10:00:00+00:00,ETHUSDT-LINEAR,2850.3,2853.65,2842.11,2848.54,12554.78
1738836900000000000,2025-02-06T10:15:00+00:00,ETHUSDT-LINEAR,2848.54,2848.66,2838.7,2840.25,8014.61
1738837800000000000,2025-02-06T10:30:00+00:00,ETHUSDT-LINEAR,2840.25,2845.0,2818.0,2824.48,51218.4
1738838700000000000,2025-02-06T10:45:00+00:00,ETHUSDT-LINEAR,2824.48,2832.39,2821.2,2827.19,22851.99
1738839600000000000,2025-02-06T11:00:00+00:00,ETHUSDT-LINEAR,2827.19,2829.34,2812.96,2818.97,33573.56
1738840500000000000,2025-02-06T11:15:00+00:00,ETHUSDT-LINEAR,2818.97,2818.99,2801.0,2806.91,36282.12
1738841400000000000,2025-02-06T11:30:00+00:00,ETHUSDT-LINEAR,2806.91,2807.19,2791.42,2806.57,54362.89
1738842300000000000,2025-02-06T11:45:00+00:00,ETHUSDT-LINEAR,2806.57,2816.62,2802.0,2802.3,32268.69
1738843200000000000,2025-02-06T12:00:00+00:00,ETHUSDT-LINEAR,2802.3,2805.94,2785.87,2791.05,43611.07
1738844100000000000,2025-02-06T12:15:00+00:00,ETHUSDT-LINEAR,2791.05,2794.74,2787.87,2792.29,11049.77
1738845900000000000,2025-02-06T12:45:00+00:00,ETHUSDT-LINEAR,2779.45,2782.66,2766.66,2769.58,20385.67
1738846800000000000,2025-02-06T13:00:00+00:00,ETHUSDT-LINEAR,2769.58,2779.77,2767.0,2777.69,24461.1
1738847700000000000,2025-02-06T13:15:00+00:00,ETHUSDT-LINEAR,2777.69,2783.48,2771.13,2777.11,15099.15
1738848600000000000,2025-02-06T13:30:00+00:00,ETHUSDT-LINEAR,2777.11,2797.76,2776.24,2780.13,45333.36
1738849500000000000,2025-02-06T13:45:00+00:00,ETHUSDT-LINEAR,2780.13,2793.55,2774.89,2789.82,17174.93
1738850400000000000,2025-02-06T14:00:00+00:00,ETHUSDT-LINEAR,2789.82,2794.89,2771.02,2779.61,17133.56
1738851300000000000,2025-02-06T14:15:00+00:00,ETHUSDT-LINEAR,2779.61,2779.88,2741.13,2764.98,89034.98
1738852200000000000,2025-02-06T14:30:00+00:00,ETHUSDT-LINEAR,2764.98,2776.34,2736.11,2749.61,96021.55
1738853100000000000,2025-02-06T14:45:00+00:00,ETHUSDT-LINEAR,2749.61,2761.0,2739.1,2746.83,41850.11
1738854000000000000,2025-02-06T15:00:00+00:00,ETHUSDT-LINEAR,2746.83,2759.55,2742.26,2754.48,17677.87
1738854900000000000,2025-02-06T15:15:00+00:00,ETHUSDT-LINEAR,2754.48,2756.63,2731.48,2746.26,64214.2
1738855800000000000,2025-02-06T15:30:00+00:00,ETHUSDT-LINEAR,2746.26,2746.48,2698.0,2711.58,99080.15
1738856700000000000,2025-02-06T15:45:00+00:00,ETHUSDT-LINEAR,2711.58,2716.0,2681.91,2704.21,101425.77
1738857600000000000,2025-02-06T16:00:00+00:00,ETHUSDT-LINEAR,2704.21,2722.72,2700.74,2721.77,79782.45
1738858500000000000,2025-02-06T16:15:00+00:00,ETHUSDT-LINEAR,2721.77,2722.37,2693.4,2705.91,58801.87
1738859400000000000,2025-02-06T16:30:00+00:00,ETHUSDT-LINEAR,2705.91,2710.0,2696.0,2701.8,46229.29
1738860300000000000,2025-02-06T16:45:00+00:00,ETHUSDT-LINEAR,2701.8,2715.66,2694.72,2706.83,51378.54
1738861200000000000,2025-02-06T17:00:00+00:00,ETHUSDT-LINEAR,2706.83,2717.93,2699.13,2703.8,17112.0
1738862100000000000,2025-02-06T17:15:00+00:00,ETHUSDT-LINEAR,2703.8,2708.08,2697.0,2703.99,10687.95
1738863000000000000,2025-02-06T17:30:00+00:00,ETHUSDT-LINEAR,2703.99,2718.0,2694.76,2699.85,24584.86
1738863900000000000,2025-02-06T17:45:00+00:00,ETHUSDT-LINEAR,2699.85,2703.91,2697.4,2698.56,4697.87
1738864800000000000,2025-02-06T18:00:00+00:00,ETHUSDT-LINEAR,2698.56,2705.41,2669.95,2695.01,77024.22
1738865700000000000,2025-02-06T18:15:00+00:00,ETHUSDT-LINEAR,2695.01,2704.27,2689.0,2700.0,9925.66
1738866600000000000,2025-02-06T18:30:00+00:00,ETHUSDT-LINEAR,2700.0,2711.21,2683.93,2696.31,42619.83
1738867500000000000,2025-02-06T18:45:00+00:00,ETHUSDT-LINEAR,2696.31,2703.0,2691.87,2693.01,5925.6
1738868400000000000,2025-02-06T19:00:00+00:00,ETHUSDT-LINEAR,2693.01,2711.32,2678.25,2707.55,19058.92
1738869300000000000,2025-02-06T19:15:00+00:00,ETHUSDT-LINEAR,2707.55,2725.89,2701.78,2702.17,40075.67
1738870200000000000,2025-02-06T19:30:00+00:00,ETHUSDT-LINEAR,2702.17,2702.83,2689.26,2698.13,14026.09
1738871100000000000,2025-02-06T19:45:00+00:00,ETHUSDT-LINEAR,2698.13,2698.13,2682.15,2688.54,18239.94
1738872000000000000,2025-02-06T20:00:00+00:00,ETHUSDT-LINEAR,2688.54,2703.54,2684.68,2701.09,11388.42
1738872900000000000,2025-02-06T20:15:00+00:00,ETHUSDT-LINEAR,2701.09,2706.99,2694.51,2699.19,5692.92
1738873800000000000,2025-02-06T20:30:00+00:00,ETHUSDT-LINEAR,2699.19,2713.02,2698.34,2707.36,6258.5
1738874700000000000,2025-02-06T20:45:00+00:00,ETHUSDT-LINEAR,2707.36,2724.21,2705.91,2722.32,12166.61
1738875600000000000,2025-02-06T21:00:00+00:00,ETHUSDT-LINEAR,2722.32,2722.32,2705.64,2706.6,13667.63
1738876500000000000,2025-02-06T21:15:00+00:00,ETHUSDT-LINEAR,2706.6,2708.37,2686.67,2689.8,23347.79
1738877400000000000,2025-02-06T21:30:00+00:00,ETHUSDT-LINEAR,2689.8,2702.83,2673.39,2702.58,16697.51
1738878300000000000,2025-02-06T21:45:00+00:00,ETHUSDT-LINEAR,2702.58,2710.04,2694.01,2708.22,8381.2
1738879200000000000,2025-02-06T22:00:00+00:00,ETHUSDT-LINEAR,2708.22,2708.9,2653.32,2660.98,52348.37
1738880100000000000,2025-02-06T22:15:00+00:00,ETHUSDT-LINEAR,2660.98,2689.2,2660.09,2687.61,52787.22
1738881000000000000,2025-02-06T22:30:00+00:00,ETHUSDT-LINEAR,2687.61,2697.0,2680.08,2689.5,34372.61
1738881900000000000,2025-02-06T22:45:00+00:00,ETHUSDT-LINEAR,2689.5,2701.36,2686.34,2699.26,4762.57
1738882800000000000,2025-02-06T23:00:00+00:00,ETHUSDT-LINEAR,2699.26,2700.96,2685.46,2686.72,4970.86
1738883700000000000,2025-02-06T23:15:00+00:00,ETHUSDT-LINEAR,2686.72,2697.88,2685.0,2685.22,6606.52
1738884600000000000,2025-02-06T23:30:00+00:00,ETHUSDT-LINEAR,2685.22,2687.18,2666.11,2675.16,19715.2
1738885500000000000,2025-02-06T23:45:00+00:00,ETHUSDT-LINEAR,2675.16,2689.99,2674.02,2685.28,7553.78
1738886400000000000,2025-02-07T00:00:00+00:00,ETHUSDT-LINEAR,2685.28,2705.31,2683.97,2702.23,25675.8
